"name","id","nametype","recclass","mass..g.","fall","year","reclat","reclong","GeoLocation","Epoch..TDB.","e","i..deg.","w..deg.","Node..deg.","q..AU.","Q..AU.","P..yr.","MOID..AU.","A1..AU.d.2.","A2..AU.d.2.","A3..AU.d.2.","DT..d.","ref","Object_name","crush","avg_speed"
"Ehole",7774,"Valid","H5",2400,"Fell",1961,-17.3,15.83333,"(-17.3, 15.83333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eichstädt",7775,"Valid","H5",3000,"Fell",1785,48.9,11.21667,"(48.9, 11.21667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeby",7776,"Valid","H4",3336,"Fell",1939,56.03333,13,"(56.03333, 13.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekh Khera",7777,"Valid","H6",840,"Fell",1916,28.26667,78.78333,"(28.26667, 78.78333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Idrissia",7807,"Valid","L6",10000,"Fell",1989,34.41667,3.25,"(34.41667, 3.25)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Paso de Aguila",45977,"Valid","H5",17226,"Fell",1977,25.37,-97.37,"(25.37, -97.37)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elbert",7822,"Valid","LL6",680.5,"Fell",1998,39.24667,-104.58817,"(39.24667, -104.58817)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elbogen",7823,"Valid","Iron, IID",107000,"Fell",1399,50.18333,12.73333,"(50.18333, 12.73333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ellemeet",10019,"Valid","Diogenite",1470,"Fell",1925,51.75,4,"(51.75, 4.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emmaville",10033,"Valid","Eucrite-mmict",127,"Fell",1900,-29.46667,151.61667,"(-29.46667, 151.61667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Enshi",10038,"Valid","H5",8000,"Fell",1974,30.3,109.5,"(30.3, 109.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erakot",10042,"Valid","CM2",113,"Fell",1940,19.03333,81.89167,"(19.03333, 81.89167)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ergheo",10044,"Valid","L5",20000,"Fell",1889,1.16667,44.16667,"(1.16667, 44.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Esnandes",10051,"Valid","L6",1500,"Fell",1837,46.25,-1.1,"(46.25, -1.1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Essebi",10055,"Valid","C2-ung",500,"Fell",1957,2.88333,30.83333,"(2.88333, 30.83333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farmington",10074,"Valid","L5",89400,"Fell",1890,39.75,-97.03333,"(39.75, -97.03333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fayetteville",10079,"Valid","H4",2360,"Fell",1934,36.05,-94.16667,"(36.05, -94.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feid Chair",10080,"Valid","H4",380,"Fell",1875,36.88333,8.45,"(36.88333, 8.45)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Felix",10081,"Valid","CO3.3",3200,"Fell",1900,32.53333,-87.16667,"(32.53333, -87.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fenghsien-Ku",10086,"Valid","H5",82,"Fell",1924,34.6,116.75,"(34.6, 116.75)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fermo",10091,"Valid","H3-5",10200,"Fell",1996,43.18111,13.75333,"(43.18111, 13.75333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fisher",10107,"Valid","L6",17600,"Fell",1894,47.81667,-96.85,"(47.81667, -96.85)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Vale",10120,"Valid","H4",26000,"Fell",1942,-33.35,146.85833,"(-33.35, 146.85833)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forksville",10123,"Valid","L6",6067,"Fell",1924,36.78333,-78.08333,"(36.78333, -78.08333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frankfort (stone)",10177,"Valid","Howardite",650,"Fell",1868,34.48333,-87.83333,"(34.48333, -87.83333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuhe",52412,"Valid","L5",23000,"Fell",1945,31.47556,113.56694,"(31.47556, 113.56694)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Futtehpur",10839,"Valid","L6",4000,"Fell",1822,25.95,80.81667,"(25.95, 80.81667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fuyang",10840,"Valid","Stone-uncl",2500,"Fell",1977,32.9,115.9,"(32.9, 115.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambat",10851,"Valid","L6",6400,"Fell",1897,27.35,68.53333,"(27.35, 68.53333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gao-Guenie",10854,"Valid","H5",NA,"Fell",1960,11.65,-2.18333,"(11.65, -2.18333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garland",10861,"Valid","Diogenite-pm",102,"Fell",1950,41.68333,-112.13333,"(41.68333, -112.13333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gashua",44882,"Valid","L6",4162,"Fell",1984,12.85,11.03333,"(12.85, 11.03333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gasseltepaoua",10866,"Valid","H5",NA,"Fell",2000,14.15083,-2.04167,"(14.15083, -2.04167)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gifu",10914,"Valid","L6",14290,"Fell",1909,35.53333,136.88333,"(35.53333, 136.88333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Girgenti",10917,"Valid","L6",18000,"Fell",1853,37.31667,13.56667,"(37.31667, 13.56667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Git-Git",10919,"Valid","L6",480,"Fell",1947,9.6,9.91667,"(9.6, 9.91667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glanerbrug",10923,"Valid","L/LL5",670,"Fell",1990,52.2,6.86667,"(52.2, 6.86667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glasatovo",10926,"Valid","H4",152000,"Fell",1918,57.35,37.61667,"(57.35, 37.61667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gorlovka",10949,"Valid","H3.7",3618,"Fell",1974,48.28333,38.08333,"(48.28333, 38.08333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granes",10956,"Valid","L6",9000,"Fell",1964,42.9,2.25,"(42.9, 2.25)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grossliebenthal",11208,"Valid","L6",8000,"Fell",1881,46.35,30.58333,"(46.35, 30.58333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grzempach",11429,"Valid","H5",690,"Fell",1910,52.86667,16.63333,"(52.86667, 16.63333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gualeguaychú",11432,"Valid","H6",22000,"Fell",1932,-33,-58.61667,"(-33.0, -58.61667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guangnan",11436,"Valid","L6",NA,"Fell",1983,24.1,105,"(24.1, 105.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guêa",11440,"Valid","Stone-uncl",1915,"Fell",1891,43.76667,20.23333,"(43.76667, 20.23333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guibga",11442,"Valid","L5",288,"Fell",1972,13.5,-0.68333,"(13.5, -0.68333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gujba",11449,"Valid","CBa",1e+05,"Fell",1984,11.49167,11.65833,"(11.49167, 11.65833)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gumoschnik",11450,"Valid","H5",5700,"Fell",1904,42.9,24.7,"(42.9, 24.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gurram Konda",11464,"Valid","L6",28,"Fell",1814,13.78333,78.56667,"(13.78333, 78.56667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gursum",11465,"Valid","H4/5",34650,"Fell",1981,9.36667,42.41667,"(9.36667, 42.41667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gütersloh",11466,"Valid","H3/4",1000,"Fell",1851,51.91667,8.38333,"(51.91667, 8.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hachi-oji",11468,"Valid","H?",0.2,"Fell",1817,35.65,139.33333,"(35.65, 139.33333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hallingeberg",11479,"Valid","L3.4",1456,"Fell",1944,57.81667,16.23333,"(57.81667, 16.23333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haripura",11829,"Valid","CM2",315,"Fell",1921,28.38333,75.78333,"(28.38333, 75.78333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hassi-Jekna",11852,"Valid","Iron, IAB-sHL",1250,"Fell",1890,28.95,0.81667,"(28.95, 0.81667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haverö",11859,"Valid","Ureilite",1544,"Fell",1971,60.24556,22.06194,"(60.24556, 22.06194)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedeskoga",11869,"Valid","H5",3500,"Fell",1922,55.46667,13.78333,"(55.46667, 13.78333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hedjaz",11870,"Valid","L3.7-6",6100,"Fell",1910,27.33333,35.66667,"(27.33333, 35.66667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heredia",11875,"Valid","H5",1000,"Fell",1857,10,-84.1,"(10.0, -84.1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higashi-koen",11883,"Valid","H5",750,"Fell",1897,33.6,130.43333,"(33.6, 130.43333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Possil",11884,"Valid","L6",4500,"Fell",1804,55.9,-4.23333,"(55.9, -4.23333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoima",44714,"Valid","H6",167.7,"Fell",2003,1.345,31.47278,"(1.345, 31.47278)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hökmark",11893,"Valid","L4",305.5,"Fell",1954,64.43333,21.2,"(64.43333, 21.2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honolulu",11904,"Valid","L5",2420,"Fell",1825,21.3,-157.86667,"(21.3, -157.86667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hotse",11913,"Valid","L6",180,"Fell",1956,35.66667,115.5,"(35.66667, 115.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hraschina",11916,"Valid","Iron, IID",49000,"Fell",1751,46.1,16.33333,"(46.1, 16.33333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ibitira",11993,"Valid","Eucrite-mmict",2500,"Fell",1957,-20,-45,"(-20.0, -45.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ichkala",11995,"Valid","H6",3973,"Fell",1936,58.2,82.93333,"(58.2, 82.93333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ijopega",12004,"Valid","H6",7330,"Fell",1975,-6.03333,145.36667,"(-6.03333, 145.36667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indarch",12027,"Valid","EH4",27000,"Fell",1891,39.75,46.66667,"(39.75, 46.66667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inner Mongolia",12037,"Valid","L6",3000,"Fell",1963,41,112,"(41.0, 112.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Innisfree",12039,"Valid","L5",4576,"Fell",1977,53.415,-111.3375,"(53.415, -111.3375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ipiranga",12043,"Valid","H6",7000,"Fell",1972,-25.5,-54.5,"(-25.5, -54.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Itapicuru-Mirim",12056,"Valid","H5",2024,"Fell",1879,-3.4,-44.33333,"(-3.4, -44.33333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackalsfontein",12065,"Valid","L6",48000,"Fell",1903,-32.5,21.9,"(-32.5, 21.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jalandhar",12069,"Valid","Iron",1967,"Fell",1621,31,75,"(31.0, 75.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jartai",12074,"Valid","L6",20500,"Fell",1979,39.7,105.8,"(39.7, 105.8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jesenice",51589,"Valid","L6",3667,"Fell",2009,46.42137,14.05217,"(46.42137, 14.05217)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jhung",12085,"Valid","L5",5900,"Fell",1873,31.3,72.38333,"(31.3, 72.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jianshi",12087,"Valid","Iron, IIIAB",6e+05,"Fell",1890,30.80833,109.5,"(30.80833, 109.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jilin",12171,"Valid","H5",4e+06,"Fell",1976,44.05,126.16667,"(44.05, 126.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jodiya",47362,"Valid","L5",100,"Fell",2006,22.68,70.31333,"(22.68, 70.31333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jodzie",12173,"Valid","Howardite",30,"Fell",1877,55.7,24.4,"(55.7, 24.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnstown",12198,"Valid","Diogenite",40300,"Fell",1924,40.35,-104.9,"(40.35, -104.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Junan",12210,"Valid","L6",950,"Fell",1976,35.2,118.8,"(35.2, 118.8)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juromenha",12213,"Valid","Iron, IIIAB",25250,"Fell",1968,38.74028,-7.27,"(38.74028, -7.27)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juvinas",12214,"Valid","Eucrite-mmict",91000,"Fell",1821,44.71667,4.3,"(44.71667, 4.3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kabo",12220,"Valid","H4",13400,"Fell",1971,11.85,8.21667,"(11.85, 8.21667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kalaba",12232,"Valid","H4",950,"Fell",1951,-6.83333,29.5,"(-6.83333, 29.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamalpur",12238,"Valid","L6",2770,"Fell",1942,26.03333,81.46667,"(26.03333, 81.46667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kandahar (Afghanistan)",12243,"Valid","L6",299,"Fell",1959,31.6,65.78333,"(31.6, 65.78333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kapoeta",12251,"Valid","Howardite",11355,"Fell",1942,4.7,33.63333,"(4.7, 33.63333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaprada",47357,"Valid","L5/6",1600,"Fell",2004,20.33916,73.22329,"(20.33916, 73.22329)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kaptal-Aryk",12253,"Valid","L6",3500,"Fell",1937,42.45,73.36667,"(42.45, 73.36667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakol",12256,"Valid","LL6",3000,"Fell",1840,47.21667,81.01667,"(47.21667, 81.01667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karewar",12260,"Valid","L6",180,"Fell",1949,12.9,7.15,"(12.9, 7.15)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karoonda",12264,"Valid","CK4",41730,"Fell",1930,-35.08333,139.91667,"(-35.08333, 139.91667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kasauli",30740,"Valid","H4",16820,"Fell",2003,29.58333,77.58333,"(29.58333, 77.58333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kavarpura",47351,"Valid","Iron, IIE-an",6800,"Fell",2006,25.14333,75.81333,"(25.14333, 75.81333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kediri",12270,"Valid","L4",3300,"Fell",1940,-7.75,112.01667,"(-7.75, 112.01667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kendrapara",12276,"Valid","H4-5",6669.2,"Fell",2003,20.4625,86.70278,"(20.4625, 86.70278)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerilis",12282,"Valid","H5",5000,"Fell",1874,48.4,-3.3,"(48.4, -3.3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kernouve",12284,"Valid","H6",80000,"Fell",1869,48.11667,-3.08333,"(48.11667, -3.08333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kesen",12286,"Valid","H4",135000,"Fell",1850,38.98333,141.61667,"(38.98333, 141.61667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khairpur",12288,"Valid","EL6",13600,"Fell",1873,29.53333,72.3,"(29.53333, 72.3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kheragur",12294,"Valid","L6",450,"Fell",1860,26.95,77.88333,"(26.95, 77.88333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khetri",12296,"Valid","H6",100,"Fell",1867,28.01667,75.81667,"(28.01667, 75.81667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khohar",12298,"Valid","L3.6",9700,"Fell",1910,25.1,81.53333,"(25.1, 81.53333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khor Temiki",12299,"Valid","Aubrite",3200,"Fell",1932,16,36,"(16.0, 36.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kiel",12301,"Valid","L6",737.6,"Fell",1962,54.4,10.15,"(54.4, 10.15)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kijima (1906)",12305,"Valid","Stone-uncl",331,"Fell",1906,36.85,138.38333,"(36.85, 138.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Killeter",12309,"Valid","H6",140,"Fell",1844,54.66667,-7.66667,"(54.66667, -7.66667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kingai",12316,"Valid","H6",67.4,"Fell",1967,11.63333,24.68333,"(11.63333, 24.68333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kitchener",12326,"Valid","L6",202.6,"Fell",1998,43.38333,-80.38333,"(43.38333, -80.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kobe",12336,"Valid","CK4",136,"Fell",1999,34.73333,135.16667,"(34.73333, 135.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kokubunji",12342,"Valid","L6",11510,"Fell",1986,34.3,133.95,"(34.3, 133.95)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Komagome",12343,"Valid","Iron",238,"Fell",1926,35.73333,139.75,"(35.73333, 139.75)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Konovo",12344,"Valid","LL5",90,"Fell",1931,42.51667,26.16667,"(42.51667, 26.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Košice",53810,"Valid","H5",4300,"Fell",2010,48.76367,21.17633,"(48.76367, 21.17633)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krähenberg",12353,"Valid","LL5",16500,"Fell",1869,49.32694,7.46472,"(49.32694, 7.46472)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krasnoi-Ugol",12355,"Valid","L6",2440,"Fell",1829,54.03333,40.9,"(54.03333, 40.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krasnyi Klyuch",12357,"Valid","H5",4000,"Fell",1946,54.33333,56.08333,"(54.33333, 56.08333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krutikha",12363,"Valid","OC",845.2,"Fell",1906,56.8,77,"(56.8, 77.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Krymka",12364,"Valid","LL3.2",50000,"Fell",1946,47.83333,30.76667,"(47.83333, 30.76667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kukschin",12368,"Valid","L6",2250,"Fell",1938,51.15,31.7,"(51.15, 31.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kunya-Urgench",12379,"Valid","H5",1100000,"Fell",1998,42.25,59.2,"(42.25, 59.2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kushiike",12381,"Valid","OC",4460,"Fell",1920,37.05,138.38333,"(37.05, 138.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kusiali",12382,"Valid","L6",5,"Fell",1860,29.68333,78.38333,"(29.68333, 78.38333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuznetzovo",12385,"Valid","L6",4047,"Fell",1932,55.2,75.33333,"(55.2, 75.33333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Charca",12394,"Valid","OC",399,"Fell",1878,20.66667,-101.28333,"(20.66667, -101.28333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"La Criolla",12396,"Valid","L6",45000,"Fell",1985,-31.23333,-58.16667,"(-31.23333, -58.16667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laborel",12408,"Valid","H5",3833,"Fell",1871,44.28333,5.58333,"(44.28333, 5.58333)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lahrauli",12433,"Valid","Ureilite",900,"Fell",1955,26.78333,82.71667,"(26.78333, 82.71667)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
